Layer,Target,Num_Devices,Device_List,Num_Vendors,Vendors,Is_Implicit,FlowUID_Count,FlowSet_Hash,Dedup_Group_ID,Dedup_Group_Size
Service,smarthome.hicloud.com,2,Lecheng Camera_selfdata|huawei_tv,2,huawei|lecheng,TRUE,55,1ddc5747c3060d8e0157aea6bb8ca5aa6f960773,SET_000628,1
Service,hcdnd.gslb.c.cdnhwc2.com,2,Lecheng Camera_selfdata|huawei_tv,2,huawei|lecheng,TRUE,31,2328db7105f922fc5ac82854a10d128f4ce9ce2d,SET_000629,1
Service,hcdnd.csfw.c.cdnhwc6.com,2,Lecheng Camera_selfdata|huawei_tv,2,huawei|lecheng,TRUE,17,05804fca5f280b3092023d2718a973a486d9d814,SET_000630,1
Service,0002-metrics1-data-hicloud-com.geac.dbankedge.cn,2,Lecheng Camera_selfdata|huawei_tv,2,huawei|lecheng,TRUE,214,d9d665ba71d32d3c3c958f365bb9e9af484a0330,SET_000631,1
Service,hcdnw.hfak.c.cdnhwc2.com,2,Lecheng Camera_selfdata|huawei_tv,2,huawei|lecheng,TRUE,35,48de98efa6f3c4a243c0ab9274f47c52ea58881d,SET_000632,1
Service,cn-beijing005-v6.edge.dbankedge.cn,2,Lecheng Camera_selfdata|huawei_tv,2,huawei|lecheng,TRUE,4,ee340954c98ef07761aeb5307f11391343e21dbf,SET_000633,1
Service,obs.lz05-br-inet.cn-south-1.myhuaweicloud.com,2,Lecheng Camera_selfdata|qianniao_camera,2,lecheng|qianniao,TRUE,66,39e18f27f1dacfa5caf169e2d2096af58167eb6c,SET_000634,1
Infrastructure,nb9621.neu.edu,2,LG Smart TV_Mon(us)|Nest Tstat_Mon(us),2,lg|nest,TRUE,10,fe40c737c8af91f214257795bcd0856732662709,SET_000013,2
Infrastructure,cache.google.com,2,Samsung Smart TV_YT|nVidia Shield_YT,2,nvidia|samsung,TRUE,20,1d93f143a876c3612f5ac613f6b687b8531b1e5b,SET_000635,1
Infrastructure,netflix-appliance2.sox.net,3,Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,2,roku|samsung,TRUE,52,3be21eb2d7773995cf7f42480c0c6b5000e38b25,SET_000189,2
Infrastructure,netflix-appliance1.sox.net,3,Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,2,roku|samsung,TRUE,53,e35edb6ed60a6ad45e8541454c1707d899523768,SET_000312,2
Infrastructure,unknown.yahoo.com,2,Amazon Echo Gen2_Our|Samsung Smart TV_YT,2,amazon|samsung,TRUE,4,afef464c71c646af242e43fc2616817a26974579,SET_000637,1
Infrastructure,109.14.204.221.adsl-pool.sx.cn,2,Xiaojingyu Clock_selfdata|Xiaomi Sound_selfdata,2,xiaojingyu|xiaomi,TRUE,5,fe9187e92f84eff2bf2e9f20323e8af7c89747f1,SET_000443,2
Infrastructure,dev.smatwebdesign.com,2,Amazon Echo Gen1_YT|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,4,92351c8fec0ea8bfc63adccd733288bf3ebbeefc,SET_000459,2
Infrastructure,clocka.ntpjs.org,2,Amazon Echo Gen1_YT|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,3,ba4c879b5d6d3cec0e6867453760103abf8da5ab,SET_000460,2
Infrastructure,ntp.your.org,2,Amazon Echo Gen1_UNSW|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,13,acdd5025dc3a41426b62f7d8cb0782ca88d39caf,SET_000461,2
Infrastructure,ns2.hsbnv.net,2,Amazon Echo Gen1_YT|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,7,67f23739c1a2dfa8b7193236e60e57246b545967,SET_000462,2
Infrastructure,tock.usshc.com,2,Amazon Echo Gen1_UNSW|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,3,851825666d1a1b3e5f83a50c75e822c8e0de4b30,SET_000639,1
Infrastructure,ns2.nuso.cloud,2,Amazon Echo Gen1_YT|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,6,08e9916884f02d6cb33574b727b4f62391bd86b1,SET_000465,2
Infrastructure,static-96-244-96-19.bltmmd.fios.verizon.net,2,Amazon Echo Gen1_UNSW|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,40,354dd16316652894fa3d601777b2a3a7a9f68cc1,SET_000466,2
Infrastructure,mirror1.sjc02.svwh.net,2,Amazon Echo Gen1_YT|Logitech Logi Circle_YT,2,amazon|logitech,TRUE,3,99adcbc67c80ecb8b0654e83f79b24d1e3eb7190,SET_000467,2
Infrastructure,time-a-g.nist.gov,2,Fos Camera_Our2|Logitech Logi Circle_YT,2,foscam|logitech,TRUE,2329,b0d5f751f721eeb37219cd83807a8b679286ed77,SET_000468,2
Infrastructure,device-messaging-na.amazon.com,8,Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Our|Amazon Echo Look_Our|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Cloud Camera_Mon(us),2,amazon|unknown,TRUE,18,a04d549355f2cbb2fb9da1d4004064f132c2458b,SET_000487,2
Infrastructure,syn-107-013-184-009.res.spectrum.com,2,Amcrest Camera_Our2|Fos Camera_Our2,2,amcrest|foscam,TRUE,83,a2a2a1267a0981cf19d3f306a83dfed6a887e80f,SET_000492,2
Infrastructure,star-mini.c10r.facebook.com,2,Amazon Echo Gen2_Our|LG Smart TV_Our,2,amazon|lg,TRUE,3,9508afa6ed3d3e120ea692b237d82e898b5d890e,SET_000507,2
