Layer,Target,Num_Devices,Device_List,Num_Vendors,Vendors,Is_Implicit,FlowUID_Count,FlowSet_Hash,Dedup_Group_ID,Dedup_Group_Size
IP,60.29.153.35,9,Konka Camera_selfdata|Lenovo Camera_selfdata|Pisen Camera_selfdata|Qiaoan Camera_selfdata|Shuixing Camera_selfdata|TP-Link Doorbell_selfdata|Tenda Camera_selfdata|Xiaobai Y2camera_selfdata|Yibang Camera_selfdata,9,konka|lenovo|pisen|qiaoan|shuixing|tenda|tp-link|xiaobai|yibang,TRUE,62,c248341ba01edba34ef302579d0426ae564d9067,SET_000142,1
IP,223.104.228.31,9,Lenovo Camera_selfdata|Pisen Camera_selfdata|Shuixing Camera_selfdata|TP-Link Doorbell_selfdata|Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata|Xiaotun Camera_selfdata|Yingshi Camera_selfdata,9,lenovo|pisen|shuixing|tenda|tp-link|xiaobai|xiaopai|xiaotun|yingshi,TRUE,49,985014f4e6ec2dca95cb6637b66bf335370cf50b,SET_000153,1
IP,155.33.33.75,9,Amazon Fire TV_Mon(us)|Blink Camera_Mon(us)|LG Smart TV_Mon(us)|Magic Home Strip_Mon(us)|Nest Tstat_Mon(us)|Ring Doorbell_Mon(us)|Roku TV_Mon(us)|T-wemo Plug_Mon(us)|Wemo Plug_IoTLS,8,amazon|belkin|blink|home-assistant|lg|nest|ring|roku,TRUE,44,51630483fa331d37bc2572e069cdecde078b6abb,SET_000012,2
Infrastructure,nb9619.neu.edu,9,Amazon Fire TV_Mon(us)|Blink Camera_Mon(us)|LG Smart TV_Mon(us)|Magic Home Strip_Mon(us)|Nest Tstat_Mon(us)|Ring Doorbell_Mon(us)|Roku TV_Mon(us)|T-wemo Plug_Mon(us)|Wemo Plug_IoTLS,8,amazon|belkin|blink|home-assistant|lg|nest|ring|roku,TRUE,44,51630483fa331d37bc2572e069cdecde078b6abb,SET_000012,2
Service,vpc-sh-prod.mqtt.iotgds.aliyuncs.com.gds.alibabadns.com,7,Bull Plug_selfdata|Lenovo Camera_selfdata|Pisen Camera_selfdata|Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata|deebot_cleaner,7,bull|deebot|lenovo|pisen|tenda|xiaobai|xiaopai,TRUE,28,8041b7bce8a2f964da49dde50d68d94de23eee10,SET_000572,1
IP,155.198.142.7,6,Blink Camera_Mon(uk)|Magic Home Strip_Mon(uk)|Nest Tstat_Mon(uk)|Ring Doorbell_Mon(uk)|Roku TV_Mon(uk)|T-wemo Plug_Mon(uk),6,belkin|blink|home-assistant|nest|ring|roku,TRUE,31,e9a09d4987e6db8eb8657cd84d74b740146e3254,SET_000014,2
Infrastructure,dns0.ic.ac.uk,6,Blink Camera_Mon(uk)|Magic Home Strip_Mon(uk)|Nest Tstat_Mon(uk)|Ring Doorbell_Mon(uk)|Roku TV_Mon(uk)|T-wemo Plug_Mon(uk),6,belkin|blink|home-assistant|nest|ring|roku,TRUE,31,e9a09d4987e6db8eb8657cd84d74b740146e3254,SET_000014,2
IP,172.217.0.142,7,Amazon Fire TV_YT|Google Home Mini_YT|Google Home_YT|Nest CamIQ_YT|Nest Guard_YT|Samsung Smart TV_YT|nVidia Shield_YT,5,amazon|google|nest|nvidia|samsung,TRUE,1261,2f3c1cd16f89020bb7cb32eaf2d00e82f3627dbe,SET_000001,1
IP,74.125.136.139,6,Amazon Fire TV_YT|Google Home Mini_YT|Google Home_YT|Nest CamIQ_YT|Samsung Smart TV_YT|nVidia Shield_YT,5,amazon|google|nest|nvidia|samsung,TRUE,303,cf249e131f62d9badde80b13869571c8081a34f4,SET_000006,1
Service,api-global.us-east-1.prodaa.netflix.com,9,Amazon Echo Gen2_Our|Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(uk)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT|nVidia Shield_YT,5,amazon|lg|nvidia|roku|samsung,TRUE,820,f5a3664c15688a65d3b9b555667783cd046acfcb,SET_000566,1
Service,link-vision-picture-sh.oss-cn-shanghai.aliyuncs.com.gds.alibabadns.com,5,Lenovo Camera_selfdata|Pisen Camera_selfdata|Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,5,lenovo|pisen|tenda|xiaobai|xiaopai,TRUE,210,f89c00db27fdaa3028a9511e00f1afce842ff744,SET_000575,1
Infrastructure,hn.kd.ny.adsl,5,360 Camera_selfdata|Cubetoou Camera_selfdata|Honorxiaotun Camera_selfdata|Xiaodu Clock_selfdata|Xiaotun Camera_selfdata,5,360|cubetoou|honorxiaotun|xiaodu|xiaotun,TRUE,44,0860134d4e14d3f5f07337a9f91ec4f679a90898,SET_000638,1
IP,74.125.136.138,6,Amazon Fire TV_YT|Google Home Mini_YT|Google Home_YT|Nest CamIQ_YT|Nest Guard_YT|nVidia Shield_YT,4,amazon|google|nest|nvidia,TRUE,347,063e2af1ab3764d178debc1acaff081f52f5da56,SET_000005,1
IP,74.125.136.100,5,Google Home Mini_YT|Google Home_YT|Nest Guard_YT|Samsung Smart TV_YT|nVidia Shield_YT,4,google|nest|nvidia|samsung,TRUE,378,b74176ae4f2ae287e08a2525e3a7a198a3b522ce,SET_000009,1
IP,172.217.2.46,5,Amazon Fire TV_YT|Google Home Mini_YT|Google Home_YT|Nest Guard_YT|nVidia Shield_YT,4,amazon|google|nest|nvidia,TRUE,276,16efd6d334408328c25df6aee6f6c09c7a775213,SET_000010,1
IP,74.125.21.101,5,Amazon Fire TV_YT|Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,4,amazon|google|nvidia|samsung,TRUE,665,81bf136911b61dc0d4074a74c9eb2bd737164ea6,SET_000016,1
IP,47.101.88.38,4,Lenovo Camera_selfdata|Pisen Camera_selfdata|Tenda Camera_selfdata|Xiaopai Camera_selfdata,4,lenovo|pisen|tenda|xiaopai,TRUE,144,8e95e67652353d33509eff1b407d167567339af9,SET_000145,1
IP,106.15.241.244,4,Pisen Camera_selfdata|Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,4,pisen|tenda|xiaobai|xiaopai,TRUE,13,850523cad4e0115cb4e5061b5856f6b1fcff65b4,SET_000162,1
IP,221.238.245.30,4,Konka Camera_selfdata|Qiaoan Camera_selfdata|Shuixing Camera_selfdata|Yibang Camera_selfdata,4,konka|qiaoan|shuixing|yibang,TRUE,25,b9c6fa6d519994a17768b32d4d2ef9070211681e,SET_000164,1
IP,204.79.197.200,4,Amazon Echo Gen2_Our|Harmon Kardon Invoke_YT|Invoke_Mon(us)|Samsung Smart TV_YT,4,amazon|harman kardon|samsung|unknown,TRUE,65,e3e3379fe0cc08a8a491092d045ccbeb1f730f1d,SET_000392,2
Service,www.google.com,9,Google Home Mini_Mon(uk)|Google Home Mini_Mon(us)|Google Home Mini_YT|Google Home_Mon(uk)|Google Home_YT|Samsung Smart TV_Mon(us)|Samsung Smart TV_YT|Securifi Almond_YT|nVidia Shield_YT,4,google|nvidia|samsung|securifi,TRUE,295,4988bb23b2e9493b18c5f9cd96a7f87247e21ee6,SET_000567,1
Service,iotx-vision-business.cn-shanghai.log.aliyuncs.com,4,Pisen Camera_selfdata|Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,4,pisen|tenda|xiaobai|xiaopai,TRUE,55,d6950e84f03f7c863cdd0200b88f7cefe3bf6e97,SET_000573,1
Service,appboot.us-east-1.prodaa.netflix.com,6,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,4,amazon|lg|roku|samsung,TRUE,54,ce3ab920b19b2196986b1259504532fe9bc1eee2,SET_000580,1
Service,e9471.dscd.akamaiedge.net,7,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(uk)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,4,amazon|lg|roku|samsung,TRUE,67,b58b1c45071af412b993dc038ecc97d275d93ab7,SET_000582,1
Service,ichnaea.us-east-1.prodaa.netflix.com,5,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,4,amazon|lg|roku|samsung,TRUE,208,40bf12d61ac607199dc3617fa3cfcb6525b8fce2,SET_000583,1
Service,customerevents.us-east-1.prodaa.netflix.com,5,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,4,amazon|lg|roku|samsung,TRUE,37,757e5ae631c7164b8ca79308f726f30ff21eecc6,SET_000584,1
Service,uiboot.us-east-1.prodaa.netflix.com,6,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,4,amazon|lg|roku|samsung,TRUE,75,cadb18a8e94442ca5ee4e6d2341b789c77409d74,SET_000586,1
Service,api.amazon.com,18,Allure Speaker_Mon(uk)|Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen2_Our|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echo Look_Our|Amazon Echodot3a_IoTLS|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Cloud Camera_Mon(us)|Samsung Smart TV_YT,4,amazon|harman kardon|samsung|unknown,TRUE,735,0b89383ea4225ddb727cdebfe69add8856786ac0,SET_000606,1
Infrastructure,a-0001.a-msedge.net,4,Amazon Echo Gen2_Our|Harmon Kardon Invoke_YT|Invoke_Mon(us)|Samsung Smart TV_YT,4,amazon|harman kardon|samsung|unknown,TRUE,65,e3e3379fe0cc08a8a491092d045ccbeb1f730f1d,SET_000392,2
IP,173.194.219.101,4,Google Home Mini_YT|Google Home_YT|Nest CamIQ_YT|nVidia Shield_YT,3,google|nest|nvidia,TRUE,2105,4d495cebbc556e502c858f15bd1ae3b6014d2d70,SET_000004,1
IP,64.233.177.102,4,Google Home Mini_YT|Google Home_YT|Nest Guard_YT|nVidia Shield_YT,3,google|nest|nvidia,TRUE,55,9677b7980e6e0d4ecadf7acaac78eb0debda507f,SET_000007,1
IP,64.233.177.101,4,Google Home Mini_YT|Google Home_YT|Nest Guard_YT|nVidia Shield_YT,3,google|nest|nvidia,TRUE,79,dfe8075621e6fd5f11af26df9c7e51b730e43c3c,SET_000008,1
IP,74.125.21.139,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,688,44d706665793a5ab438c9772e6cc6b1dbd85146a,SET_000019,1
IP,74.125.21.138,4,Amazon Fire TV_YT|Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,3,amazon|google|nvidia,TRUE,603,4c4554c2b949dd6f512e73c2e01dbf84352e204a,SET_000024,1
IP,34.237.109.106,3,Roku TV_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,nvidia|roku|samsung,TRUE,4,070fc89004633065671163984ad71b0fe056c94a,SET_000046,1
IP,64.233.177.95,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,51,759641747ea2692d532adea635117b22448d555a,SET_000053,1
IP,52.7.184.66,3,Roku TV_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,nvidia|roku|samsung,TRUE,3,c35e23ce98cc689af2994b5bfbcf9321829c1f00,SET_000054,1
IP,172.217.164.78,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,436,2e43cfc0ac4dff87495e6a7b320825f0d7ce1540,SET_000062,1
IP,64.233.177.139,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,62,4b2f057e041bd7d37da83bf449c0ebef055318c9,SET_000071,1
IP,64.233.177.100,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,54,bff05d7dd8b27d54974fd6a1481673cb3601d89c,SET_000072,1
IP,64.233.177.94,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,8,4af890f68e9219c3a062842db69e9fd3d974d184,SET_000073,1
IP,64.233.177.104,3,Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,5,c2d5f282c5342ad9d2152c3cb74e4bb7bfd40eb1,SET_000074,1
IP,74.125.136.101,4,Amazon Fire TV_YT|Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,3,amazon|google|nvidia,TRUE,333,134d9a020ee7f33702c4e1a73415c7b39791b0d6,SET_000089,1
IP,74.125.136.102,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,321,deebc09f6dea664e2eb7efb8eb924f52d5523f82,SET_000090,1
IP,52.4.166.237,3,Roku TV_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,nvidia|roku|samsung,TRUE,3,eb7f89c5212f85e6bfb88189de42db891ac8156e,SET_000091,1
IP,74.125.136.113,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,313,5b0cb1507a84dacb0fa260e5b63a5d9833436a2d,SET_000092,1
IP,34.206.91.215,3,Roku TV_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,nvidia|roku|samsung,TRUE,7,c1333f0105fd764e497ad14eb4a16772668ac635,SET_000106,1
IP,54.164.223.190,3,Roku TV_Mon(uk)|Samsung Smart TV_YT|nVidia Shield_YT,3,nvidia|roku|samsung,TRUE,3,ff75489e3027503fd7b737c1f67c379cf95dec15,SET_000116,1
IP,34.233.176.133,4,Roku TV_YT|Roku4_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,nvidia|roku|samsung,TRUE,7,22f303b3fbd44859fa42a097b14d2cdc0e5cef75,SET_000122,1
IP,74.125.136.94,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,43,6282aff85b4b64f9220c7f7eb8f29f9ca468eba5,SET_000130,1
IP,54.80.66.19,3,Roku4_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,nvidia|roku|samsung,TRUE,4,7a90bc4e7f108bc05ecece2a0561a90bc5c56b0d,SET_000135,1
IP,216.58.195.14,4,Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,110,157800591b69b04f6467f6836a57b1beed788b26,SET_000137,1
IP,123.60.6.202,3,Konka Camera_selfdata|Pisen Camera_selfdata|Qiaoan Camera_selfdata,3,konka|pisen|qiaoan,TRUE,81,32db217516cf64c8e8b0f49ded1480dbefeacdc3,SET_000140,2
IP,106.15.229.25,3,Pisen Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,pisen|xiaobai|xiaopai,TRUE,4,208da6d4ffaa95dec107a426da4048718c7b1020,SET_000141,1
IP,47.101.100.1,3,Pisen Camera_selfdata|Tenda Camera_selfdata|Xiaopai Camera_selfdata,3,pisen|tenda|xiaopai,TRUE,3,627417302cf1bb73953d3f454aa82432cdbf5409,SET_000143,1
IP,47.102.73.197,3,Konka Camera_selfdata|Pisen Camera_selfdata|Qiaoan Camera_selfdata,3,konka|pisen|qiaoan,TRUE,15,206cbe8f9a571115a748c21d97700fe7e136da93,SET_000144,1
IP,106.15.147.173,3,Pisen Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,pisen|xiaobai|xiaopai,TRUE,5,f792ae851451c59878ea84a2440d21a60c53495d,SET_000146,1
IP,139.224.42.2,3,Lenovo Camera_selfdata|Pisen Camera_selfdata|Xiaobai Camera_selfdata,3,lenovo|pisen|xiaobai,TRUE,3,ff81537944e962c8a7641d30f800d2cb4f0180e4,SET_000147,1
IP,47.102.32.245,3,Pisen Camera_selfdata|Tenda Camera_selfdata|Xiaopai Camera_selfdata,3,pisen|tenda|xiaopai,TRUE,10,62e9807fa11df7e549312b60abf8930143c1eee7,SET_000150,1
IP,223.109.185.187,3,Lenovo Camera_selfdata|Pisen Camera_selfdata|Xiaopai Camera_selfdata,3,lenovo|pisen|xiaopai,TRUE,3,b310bf7d9f7ec4f3417da52c0792c0ef64b06adc,SET_000152,1
IP,106.14.67.204,3,Lenovo Camera_selfdata|Pisen Camera_selfdata|Xiaobai Camera_selfdata,3,lenovo|pisen|xiaobai,TRUE,3,44c6a9c2a3d1eb21a9fde40555871ee16de0a553,SET_000156,2
IP,106.14.207.159,3,Pisen Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,pisen|xiaobai|xiaopai,TRUE,6,5e966307240fcce6f2e9747d528b222fd07c6fdc,SET_000161,1
IP,223.109.185.25,3,Pisen Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,pisen|xiaobai|xiaopai,TRUE,5,298147641b44536f0fd5816ca9d3dd31d4ec63a0,SET_000163,1
IP,34.225.72.208,3,Amazon Fire TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,7,23b06dbe991f0930a76ca2f4e7e8f8e880e5f37c,SET_000173,1
IP,54.152.52.119,3,Amazon Fire TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,3,9ba81c15b24b5a4a583b0bafb8daa6d36c1d422c,SET_000179,1
IP,52.207.62.186,4,LG Smart TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,3,lg|roku|samsung,TRUE,8,914589265c3b9262244ca879c359bb9aaed67da9,SET_000180,1
IP,52.5.31.211,4,Amazon Fire TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,9,c4e91923198a24958a2403beb9a25e290ec76281,SET_000183,1
IP,34.231.48.114,5,Amazon Fire TV_Mon(us)|Roku TV_Mon(uk)|Roku TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,8,99f30d3c0f908cd9fef1ff1c82e2914980e77f19,SET_000207,1
IP,52.3.175.140,4,Amazon Fire TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,9,95e0f279feefa21f2cdb0ccc2f163f7c8a50e90b,SET_000212,1
IP,34.232.39.195,4,Amazon Fire TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,6,da25f8df4d57f8e74f8dbb976b5c5a00c88f309c,SET_000214,1
IP,54.164.225.9,4,Amazon Fire TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,17,e9ef9c4ebd3f13006d0b506eb6453082060f04b6,SET_000215,1
IP,23.211.100.249,5,Amazon Fire TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,11,97b6a957919d805523e8da493041934e48832982,SET_000221,1
IP,52.54.206.138,4,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(us)|Roku4_YT,3,amazon|lg|roku,TRUE,6,8d23ac3bdd768a64221d1e974f39628824ed53a0,SET_000224,1
IP,23.196.104.31,4,LG Smart TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,3,lg|roku|samsung,TRUE,12,34bc9eb114b65bb6ab89cc6008d5b6775ba1e6fa,SET_000238,1
IP,143.215.203.16,3,Apple Home Pod_YT|Roku TV_YT|Samsung Smart TV_YT,3,apple|roku|samsung,TRUE,375,7056db8c522454bb293c0080a17441ac23cbf101,SET_000240,1
IP,52.207.205.49,4,LG Smart TV_Our|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT,3,lg|roku|samsung,TRUE,5,325a704bcc03466d77a91027acda3b225b9db1c1,SET_000249,1
IP,52.7.241.140,3,Amazon Fire TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,6,281a8abac2ecb38b13f1fe8a3b5a7427e9a62aa1,SET_000270,1
IP,34.225.247.65,3,LG Smart TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,lg|roku|samsung,TRUE,4,123fc88be4a792371bc16d27235260e878655024,SET_000296,1
IP,54.165.252.77,3,Amazon Fire TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT,3,amazon|roku|samsung,TRUE,5,7d12f1a3e37c7fee8bd9e4d10c337922c1ab8dcc,SET_000308,1
IP,143.215.203.23,4,Apple Home Pod_YT|Apple TV(4thGen)_YT|Roku4_YT|Samsung Smart TV_YT,3,apple|roku|samsung,TRUE,21,3ade0a917ff364d3e4fdcc2b68012dfea1ee067c,SET_000354,1
IP,52.119.164.214,14,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Our|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echo Look_Our|Amazon Echo Look_Our2|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_YT|Cloud Camera_Mon(us)|Samsung Dryer_IoTLS,3,amazon|samsung|unknown,TRUE,275,aaab7e15180f4de3b02e522820e9e98a151bee59,SET_000367,1
IP,52.94.232.206,15,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen1_YT|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen2_Our|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echo Look_Our|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Cloud Camera_Mon(us)|Samsung Dryer_IoTLS,3,amazon|samsung|unknown,TRUE,226,8934a3f56b98e3a1fae607779397251d909a834e,SET_000371,1
IP,143.215.203.17,3,Amazon Fire TV_YT|Apple TV(4thGen)_YT|Samsung Smart TV_YT,3,amazon|apple|samsung,TRUE,362,c27843114dc4390178c47da2cac4ebec58867d35,SET_000373,1
IP,54.239.26.244,10,Allure Speaker_Mon(uk)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen2_Our|Amazon Echo Look_Our|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Samsung Smart TV_YT,3,amazon|harman kardon|samsung,TRUE,99,1c866db3ec1579f279b4e1dbe655a48996d2bdf5,SET_000388,1
IP,104.154.127.47,3,Amazon Echo Gen1_YT|Harmon Kardon Invoke_YT|Sonos_YT,3,amazon|harman kardon|sonos,TRUE,14,d0c9ebed1d73ea10aab967b7f1190bb3089662a5,SET_000402,2
IP,47.100.127.192,3,Lenovo Camera_selfdata|Tenda Camera_selfdata|Xiaopai Camera_selfdata,3,lenovo|tenda|xiaopai,TRUE,5,5669e877cd93cc8dccfd6704b0a22bf0253de422,SET_000403,2
IP,47.101.88.5,3,Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,tenda|xiaobai|xiaopai,TRUE,3,49fda1871018b6edf1d1f5e33757c41f4772c3d7,SET_000404,2
IP,47.102.32.249,3,Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,tenda|xiaobai|xiaopai,TRUE,7,64a396fe95b5b517816581e4d0e9e688d3fde3f3,SET_000414,1
IP,106.15.147.56,3,Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,tenda|xiaobai|xiaopai,TRUE,12,d0da747eddde413da8272e27796dc72f65e7e628,SET_000415,1
IP,183.192.206.25,3,Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,tenda|xiaobai|xiaopai,TRUE,59,774e888227d727b47d8fe4c9d1bb1405b07a4c02,SET_000416,1
IP,139.196.67.2,3,Bull Plug_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,bull|xiaobai|xiaopai,TRUE,4,96d2074c129c783a4ffd7300a30eb2df06596f73,SET_000422,2
IP,120.92.96.155,5,Mijia Humidifier_selfdata|Mijia Plugtwo_selfdata|Xiaobai Doorbell_selfdata|Xiaobai Y2camera_selfdata|Xiaomi Sound_selfdata,3,mijia|xiaobai|xiaomi,TRUE,12,bbb18108e6054e59fc02d4e5b9b8784df54381d2,SET_000426,1
IP,110.43.0.83,4,Xiaobai Y2camera_selfdata|Xiaomao Camera_selfdata|Xiaomi Camera_selfdata|xiaomitv_speaker,3,xiaobai|xiaomao|xiaomi,TRUE,9,40446683eac5f09c621a0fced0375147de3a5e5d,SET_000427,1
IP,221.238.245.26,4,Cubetoou Camera_selfdata|Xiaobai Camera_selfdata|Yingshi Camera_selfdata|xiaobaismart_camera,3,cubetoou|xiaobai|yingshi,TRUE,28,e2405f7ccc9380eb6652121c756b2197127f66fb,SET_000430,1
IP,120.52.181.48,3,Xiaobai Doorbell_selfdata|Xiaomao Camera_selfdata|Xiaomi Camera_selfdata,3,xiaobai|xiaomao|xiaomi,TRUE,4,fed9b247af13e1b365c7af33d66f43700d8c9cd3,SET_000434,1
IP,111.202.0.48,4,Xiaobai Doorbell_selfdata|Xiaobai Y2camera_selfdata|Xiaomao Camera_selfdata|Xiaomi Camera_selfdata,3,xiaobai|xiaomao|xiaomi,TRUE,5,cdd691ef3dcbd6e94c0a2431dedb6fbdfb408e56,SET_000435,1
IP,39.156.66.18,3,Lenovo Camera_selfdata|Midea Speaker_selfdata|Xiaodu Clock_selfdata,3,lenovo|midea|xiaodu,TRUE,427,e337b5923d59f0ea289337c6050722e9d05433c8,SET_000437,1
IP,110.43.87.243,3,Aqara Light_selfdata|Mijia Plug_selfdata|Xiaomi Camera_selfdata,3,aqara|mijia|xiaomi,TRUE,3,776b0e47baa16794fd4571c91e2a3f43ef838791,SET_000445,1
IP,118.194.33.124,4,Dalen Light_selfdata|Huawei Sound_selfdata|Huaweizhengtai Plug_selfdata|Xiaotun Camera_selfdata,3,dalen|huawei|xiaotun,TRUE,6,78a75a4649375a9ed46b5a34c25116c0eac7a9c8,SET_000455,1
Service,www.gstatic.com,6,Google Home Mini3_IoTLS|Google Home Mini_Mon(us)|Google Home Mini_YT|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT,3,google|nvidia|samsung,TRUE,66,5228ae3cf91904be6e55c9b28a1391b9f7dbde66,SET_000570,1
Service,qacloudapi.jooancloud.com,3,Konka Camera_selfdata|Pisen Camera_selfdata|Qiaoan Camera_selfdata,3,konka|pisen|qiaoan,TRUE,81,32db217516cf64c8e8b0f49ded1480dbefeacdc3,SET_000140,2
Service,qalink-cloud-log.oss-cn-shanghai.aliyuncs.com.gds.alibabadns.com,3,Konka Camera_selfdata|Pisen Camera_selfdata|Qiaoan Camera_selfdata,3,konka|pisen|qiaoan,TRUE,22,8f5d7c8d9c297870389913ebba2e4bd279757f1f,SET_000574,1
